Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,Description
Trichlomethiazide,-2.98,1,380.662,3,2,2,118.36,-2.68,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,"cid is 398,compound_name is 2-Nitropropane,cid_paras is 398,Molecular_Weight is 89.09,XLogP3 is 0.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 89.047678466,Monoisotopic_Mass is 89.047678466,Topological_Polar_Surface_Area is 45.8,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 54.3,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 2-nitropropaneappearsascolorlessliquidwithamildfruityodor.Mayfloatonorsinkinwater.(USCG,1999)"",""Markup"":[{""Start"":0,""Length"":14,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/2-nitropropane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-398"",Color/Form is Colorlessliquid,Odor is Pleasantfruityodor.,Boiling_Point is 248.5°Fat760mmHg(NTP,1992),Melting_Point is -135°F(NTP,1992),Flash_Point is 75°F(NTP,1992),Density is 0.99at68°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":45,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
2-Methy-2-Butene,-1.994,1,70.13499999999999,0,0,0,0.0,-2.56,CC=C(C)C,"cid is 6854,compound_name is Carbazole,cid_paras is 6854,Molecular_Weight is 167.21,XLogP3 is 3.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 167.073499291,Monoisotopic_Mass is 167.073499291,Topological_Polar_Surface_Area is 15.8,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 170,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Carbazoleappearsaswhitecrystals,plates,leafletsorlighttanpowder.Sublimesreadily.Exhibitsstrongfluorescenceandlongphosphorescenceonexposuretoultravioletlight.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":9,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Carbazole"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6854,Color/Form is Crystalsfromalcohol,benzene,toluene,glacialaceticacid"",""Markup"":[{""Start"":23,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/benzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-241"",Odor is Characteristicodor,Boiling_Point is 671°Fat760mmHg(NTP,1992),Melting_Point is 473to475°F(NTP,1992),Flash_Point is 220.0°C(428.0°F)-closedcup,Density is 1.1at64°F(NTP,1992)-Denserthanwater;willsink"",""Markup"":[{""Start"":39,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
"1,2,4-Trimethylbenzene",-3.343,1,120.195,0,1,0,0.0,-3.31,Cc1ccc(C)c(C)c1,"cid is 8998,compound_name is Butane-1,2,3,4-tetrol,cid_paras is 8998,Molecular_Weight is 122.12,XLogP3 is -2.3,Hydrogen_Bond_Donor_Count is 4,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 3,Exact_Mass is 122.05790880,Monoisotopic_Mass is 122.05790880,Topological_Polar_Surface_Area is 80.9,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 48,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 2,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Whitecrystallinesolid;[Sigma-AldrichMSDS]"
"2,4,5-Trichlorophenol ",-3.78,1,197.448,1,1,0,20.23,-2.21,Oc1cc(Cl)c(Cl)cc1Cl,"cid is 7174,compound_name is Risocaine,cid_paras is 7174,Molecular_Weight is 179.22,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 4,Exact_Mass is 179.094628657,Monoisotopic_Mass is 179.094628657,Topological_Polar_Surface_Area is 52.3,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 162,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Color/Form is Prisms,Melting_Point is 75°C"
phenanthridine,-3.713,2,179.22199999999998,0,3,0,12.89,-2.78,c1ccc2c(c1)cnc3ccccc23 ,"cid is 23353,compound_name is Alphate,cid_paras is 23353,Molecular_Weight is 223.16,XLogP3 is -0.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 5,Rotatable_Bond_Count is 5,Exact_Mass is 223.06095954,Monoisotopic_Mass is 223.06095954,Topological_Polar_Surface_Area is 73.9,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 267,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 1,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
3-Methyl-3-hexanol,-1.663,1,116.20399999999998,1,0,3,20.23,-0.98,CCCC(C)(O)CC,"cid is 11439,compound_name is Succinimide,cid_paras is 11439,Molecular_Weight is 99.09,XLogP3 is -1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 99.032028402,Monoisotopic_Mass is 99.032028402,Topological_Polar_Surface_Area is 46.2,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 105,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solubleinwater;[ChemIDplus]"",""Markup"":[{""Start"":11,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
Octane,-3.324,1,114.232,0,0,5,0.0,-5.24,CCCCCCCC,"cid is 11260,compound_name is 2,3-Dimethylpentane,cid_paras is 11260,Molecular_Weight is 100.20,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 2,Exact_Mass is 100.125200510,Monoisotopic_Mass is 100.125200510,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 37.3,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 1,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquidwithanodorofgasoline;[NJ-HSFS]"
Anthracene,-4.518,2,178.23399999999995,0,3,0,0.0,-6.35,c1ccc2cc3ccccc3cc2c1,"cid is 38884,compound_name is Bupirimate,cid_paras is 38884,Molecular_Weight is 316.42,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 7,Rotatable_Bond_Count is 8,Exact_Mass is 316.15691181,Monoisotopic_Mass is 316.15691181,Topological_Polar_Surface_Area is 92.8,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 397,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Paletansolid;[MerckIndex]"
Phenylhydrazine,-1.866,1,108.14399999999998,2,1,1,38.05,0.07,NNc1ccccc1,"cid is 9795434,compound_name is 5,11-dihydro-11-ethyl-5-methyl-6H-dipyrido[3,2-b:2', 3'-e][1,4]diazepin-6-thione,cid_paras is 9795434,Molecular_Weight is 270.35,XLogP3 is 2.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 1,Exact_Mass is 270.09391764,Monoisotopic_Mass is 270.09391764,Topological_Polar_Surface_Area is 64.4,""Unit"":""Å²"",Heavy_Atom_Count is 19,Formal_Charge is 0,Complexity is 348,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Propionaldehyde,-0.3939999999999999,1,58.08,0,0,1,17.07,0.58,CCC=O,"cid is 453915,compound_name is 10-Ethyl-dibenz(b,f)(1,4)oxazepin-11-(10H)-one,cid_paras is 453915,Molecular_Weight is 239.27,XLogP3 is 2.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 1,Exact_Mass is 239.094628657,Monoisotopic_Mass is 239.094628657,Topological_Polar_Surface_Area is 29.5,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 318,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Cyclooctane,-3.355,2,112.216,0,1,0,0.0,-4.15,C1CCCCCCC1,"cid is 8894,compound_name is Tetrahydropyran,cid_paras is 8894,Molecular_Weight is 86.13,XLogP3 is 0.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 86.073164938,Monoisotopic_Mass is 86.073164938,Topological_Polar_Surface_Area is 9.2,""Unit"":""Å²"",Heavy_Atom_Count is 6,Formal_Charge is 0,Complexity is 30.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquidwithapungentsweetodorlikeether;[HSDB],Color/Form is COLORLESS,MOBILELIQUID,Odor is PUNGENT,SWEETISHODOR,Boiling_Point is 88,""Unit"":""°C"",Melting_Point is -45,""Unit"":""°C"",Flash_Point is -4.0°F(-20°C)CC,Density is 0.8814@20°C/4°C"
"5,5-Diallylbarbital",-1.471,1,208.21699999999996,2,1,4,75.27000000000001,-2.077,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,"cid is 10228,compound_name is Osthol,cid_paras is 10228,Molecular_Weight is 244.28,XLogP3 is 3.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 3,Exact_Mass is 244.109944368,Monoisotopic_Mass is 244.109944368,Topological_Polar_Surface_Area is 35.5,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 366,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Color/Form is Colorlessneedlelikecrystals,Melting_Point is 83-84°C"
Trichloromethane,-1.812,1,119.378,0,0,0,0.0,-1.17,ClC(Cl)Cl,"cid is 101120059,compound_name is 9-Methyl-1,2-dihydrobenzo[j]aceanthrylene,cid_paras is 101120059,Molecular_Weight is 268.4,XLogP3 is 6.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 268.125200510,Monoisotopic_Mass is 268.125200510,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 21,Formal_Charge is 0,Complexity is 399,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
thiouracil,-0.992,1,128.15599999999998,2,1,0,45.75,-2.273,Sc1nccc(=O)[nH]1 ,"cid is 7165,compound_name is Ethyl benzoate,cid_paras is 7165,Molecular_Weight is 150.17,XLogP3 is 2.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 150.068079557,Monoisotopic_Mass is 150.068079557,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 126,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid,Boiling_Point is 75.50°C.@760.00mmHg,Melting_Point is -34°C,Density is 1.043-1.050"
Pencycuron,-5.126,1,328.84299999999996,1,3,4,32.34,-5.915,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,"cid is 10554,compound_name is 1-Chloro-2-methylpropane,cid_paras is 10554,Molecular_Weight is 92.57,XLogP3 is 2.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 92.0392780,Monoisotopic_Mass is 92.0392780,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 17.6,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquid;[ICSC],Boiling_Point is 69°C,Melting_Point is -131°C,Flash_Point is -10°C,Density is Relativedensity(water=1):0.9"",""Markup"":[{""Start"":18,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
1-Methylcyclohexene ,-2.574,1,96.17300000000002,0,1,0,0.0,-3.27,CC1=CCCCC1,"cid is 8139,compound_name is Methyl dodecanoate,cid_paras is 8139,Molecular_Weight is 214.34,XLogP3 is 5.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 11,Exact_Mass is 214.193280068,Monoisotopic_Mass is 214.193280068,Topological_Polar_Surface_Area is 26.3,""Unit"":""Å²"",Heavy_Atom_Count is 15,Formal_Charge is 0,Complexity is 144,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;DryPowder,Color/Form is COLORLESSLIQUID,Odor is FATTY,FLORALODORREMINISCENTOFWINE,Boiling_Point is 267°C,Melting_Point is 5.2°C,Density is 0.8702@20°C/4°C"
2-Ethylhexanal,-2.232,1,128.21499999999995,0,0,5,17.07,-2.13,CCCCC(CC)C=O,"cid is 8118,compound_name is Dipropyl sulfide,cid_paras is 8118,Molecular_Weight is 118.24,XLogP3 is 2.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 4,Exact_Mass is 118.08162162,Monoisotopic_Mass is 118.08162162,Topological_Polar_Surface_Area is 25.3,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 23.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquid;[MerckIndex]Colorlessliquidwithastench;[AlfaAesarMSDS],Boiling_Point is 142.00to143.00°C.@760.00mmHg,Melting_Point is -102.5°C"
Khellin,-3.603,1,260.24499999999995,0,3,2,61.81,-3.0210000000000004,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,"cid is 7080,compound_name is Naphthacene,cid_paras is 7080,Molecular_Weight is 228.3,XLogP3 is 5.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 228.093900383,Monoisotopic_Mass is 228.093900383,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 236,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is \""Orangeleafletsfromxylene\"";meltingpoint=341degreesC;[MerckIndex]Hasslightgreenfluorescenceindaylight;[Hawley],Melting_Point is 357°C.[ChemIDplus]"
5-Ethyl-5-(3-methylbutyl)barbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.658,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,"cid is 14305,compound_name is 5,6,7,8-Tetrahydro-2-naphthol,cid_paras is 14305,Molecular_Weight is 148.20,XLogP3 is 2.9,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 148.088815002,Monoisotopic_Mass is 148.088815002,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 133,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Benzo(j)fluoranthene,-6.007000000000001,2,252.31599999999997,0,5,0,0.0,-8.0,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,"cid is 4173,compound_name is Metronidazole,cid_paras is 4173,Molecular_Weight is 171.15,XLogP3 is 0,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 4,Rotatable_Bond_Count is 2,Exact_Mass is 171.06439116,Monoisotopic_Mass is 171.06439116,Topological_Polar_Surface_Area is 83.9,""Unit"":""Å²"",Heavy_Atom_Count is 12,Formal_Charge is 0,Complexity is 170,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Metronidazoleisawhitetopale-yellowcrystallinepowderwithaslightodor.Bitterandsalinetaste.pH(saturatedaqueoussolution)about6.5.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Metronidazole"",""Type"":""PubChemInternalLink"",""Extra"":""CID-4173,Color/Form is Cream-coloredcrystals,Odor is ODORLESS,Boiling_Point is 405.4,Melting_Point is 316to320°F(NTP,1992)"
2-Ethylbutanal,-1.523,1,100.161,0,0,3,17.07,-1.52,CCC(CC)C=O,"cid is 19540,compound_name is Pentylcyclopentane,cid_paras is 19540,Molecular_Weight is 140.27,XLogP3 is 5.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 4,Exact_Mass is 140.156500638,Monoisotopic_Mass is 140.156500638,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 70.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
Dipropyl ether,-1.426,1,102.177,0,0,4,9.23,-1.62,CCCOCCC,"cid is 40471,compound_name is 2,2',3,5,5',6-Hexachlorobiphenyl,cid_paras is 40471,Molecular_Weight is 360.9,XLogP3 is 6.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 1,Exact_Mass is 359.841466,Monoisotopic_Mass is 357.844416,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 18,Formal_Charge is 0,Complexity is 272,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
1-Tetradecanol,-4.231,1,214.39299999999992,1,0,12,20.23,-5.84,CCCCCCCCCCCCCCO,"cid is 6455,compound_name is Probarbital,cid_paras is 6455,Molecular_Weight is 198.22,XLogP3 is 1,Hydrogen_Bond_Donor_Count is 2,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 2,Exact_Mass is 198.10044231,Monoisotopic_Mass is 198.10044231,Topological_Polar_Surface_Area is 75.3,""Unit"":""Å²"",Heavy_Atom_Count is 14,Formal_Charge is 0,Complexity is 276,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes"
"2,3,6-Trichlorophenol",-3.572,1,197.448,1,1,0,20.23,-2.64,Oc1c(Cl)ccc(Cl)c1Cl,"cid is 6278,compound_name is 1,1,1-Trichloroethane,cid_paras is 6278,Molecular_Weight is 133.40,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 131.930033,Monoisotopic_Mass is 131.930033,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 26.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1,1,1-trichloroethaneappearsasacolorlessliquidwithasweet,pleasantodor.Mayirritateskin,eyesandmucousmembranes.Inhighconcentrationsthevaporsmayhaveanarcoticeffect.Nonflammable,butmaydecomposeandemittoxicchloridefumesifexposedtohightemperatures.Usedasasolvent."",""Markup"":[{""Start"":0,""Length"":21,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1%2C1%2C1-trichloroethane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6278"",Color/Form is Colorlessliquid,Odor is ...Mildchloroform-likeodor"",""Markup"":[{""Start"":9,""Length"":10,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/chloroform"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6212,Boiling_Point is 165.4°Fat760mmHg(NTP,1992),Melting_Point is -26.5°F(NTP,1992),Flash_Point is greaterthan200°F(NTP,1992),Density is 1.31at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
