iupac,smiles,expt,calc,Description
2-ethoxyethyl acetate,CCOCCOC(=O)C,-5.31,-5.751,"cid is 17739,compound_name is 2-Methoxy-4-propylphenol,cid_paras is 17739,Molecular_Weight is 166.22,XLogP3 is 2.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 3,Exact_Mass is 166.099379685,Monoisotopic_Mass is 166.099379685,Topological_Polar_Surface_Area is 29.5,""Unit"":""Å²"",Heavy_Atom_Count is 12,Formal_Charge is 0,Complexity is 125,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid,Boiling_Point is 125.00to126.00°C.@14.00mmHg,Solubility is slightlysolubleinwater;solubleinfat"",""Markup"":[{""Start"":20,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Density is 1.034-1.040"
3-methoxyaniline,COc1cccc(c1)N,-7.29,-7.201,"cid is 6358,compound_name is 2-Bromopropane,cid_paras is 6358,Molecular_Weight is 122.99,XLogP3 is 1.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 121.97311,Monoisotopic_Mass is 121.97311,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 4,Formal_Charge is 0,Complexity is 10.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid,Color/Form is Colorlessliquid,Boiling_Point is 59-60°C,Melting_Point is -89.0°C,Flash_Point is 71.6°F,Solubility is Misciblewithalcohol,benzene,chloroform,ether"",""Markup"":[{""Start"":23,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/benzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-241"",Density is 1.31at20°C/4°C"
pyridine-3-carbaldehyde,c1cc(cnc1)C=O,-7.1,-7.425,"cid is 7805,compound_name is 4-Bromotoluene,cid_paras is 7805,Molecular_Weight is 171.03,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 169.97311,Monoisotopic_Mass is 169.97311,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 62.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Crystals,clearpaleyellowliquid.(NTP,1992),Color/Form is Crystalsfromabsolutealcohol,Boiling_Point is 363°Fat760mmHg(NTP,1992),Melting_Point is 83.3°F(NTP,1992),Flash_Point is 185°F(NTP,1992),Solubility is lessthan1mg/mLat75°F(NTP,1992),Density is 1.399at68°F(NTP,1992)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
2-methylbutan-2-ol,CCC(C)(C)O,-4.43,-2.933,"cid is 6213,compound_name is Dimethyl sulfone,cid_paras is 6213,Molecular_Weight is 94.14,XLogP3 is -0.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 0,Exact_Mass is 94.00885060,Monoisotopic_Mass is 94.00885060,Topological_Polar_Surface_Area is 42.5,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 85.3,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is DryPowder,Boiling_Point is 237.00to239.00°C.@760.00mmHg,Melting_Point is 109°C"
alachlor,CCc1cccc(c1N(COC)C(=O)CCl)CC,-8.21,-6.851,"cid is 12101,compound_name is 3-Ethylphenol,cid_paras is 12101,Molecular_Weight is 122.16,XLogP3 is 2.4,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 1,Exact_Mass is 122.073164938,Monoisotopic_Mass is 122.073164938,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 80.6,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid,Color/Form is COLORLESSLIQUID,Boiling_Point is 218.4°C@760MMHG,Melting_Point is -4°C,Solubility is SLIGHTLYSOLUBLEINWATER,CHLOROFORM;VERYSOLUBLEINALCOHOL,ETHER"",""Markup"":[{""Start"":20,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/WATER"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"",Density is 1.0283@20°C/4°C"
1-methylpyrrole,Cn1cccc1,-2.89,-2.374,"cid is 94221,compound_name is (-)-trans-Carveol,cid_paras is 94221,Molecular_Weight is 152.23,XLogP3 is 2.1,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 1,Exact_Mass is 152.120115130,Monoisotopic_Mass is 152.120115130,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 191,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 2,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solid"
dimethoxymethane,COCOC,-2.93,-3.221,"cid is 7804,compound_name is 1,4-Dibromobenzene,cid_paras is 7804,Molecular_Weight is 235.90,XLogP3 is 3.8,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 235.86593,Monoisotopic_Mass is 233.86798,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 54.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlesssolid;[Hawley]Colorless,white,orslightlyyellowsolid;[CHEMINFO]Whitecrystallinesolid;[MSDSonline],Color/Form is PLATES,Odor is ODOROFXYLENE,Boiling_Point is 220.40°C,Melting_Point is 87.3°C,Solubility is SOLUBLEINTOLUENE,VERYSOLINHOTTOLUENE;VERYSOLUBLEINCARBONDISULFIDE"",""Markup"":[{""Start"":11,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/TOLUENE"",""Type"":""PubChemInternalLink"",""Extra"":""CID-1140"",Density is 0.9641@99.6°C"
pentan-3-ol,CCC(CC)O,-4.35,-2.786,"cid is 3030,compound_name is Dicamba,cid_paras is 3030,Molecular_Weight is 221.03,XLogP3 is 2.2,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 3,Rotatable_Bond_Count is 2,Exact_Mass is 219.9693994,Monoisotopic_Mass is 219.9693994,Topological_Polar_Surface_Area is 46.5,""Unit"":""Å²"",Heavy_Atom_Count is 13,Formal_Charge is 0,Complexity is 198,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Dicambaisawhitesoliddissolvedinaliquidcarrier.Thecarrieriswateremulsifiable.Theprimaryhazardisthethreattotheenvironment.Immediatestepsshouldbetakentolimititsspreadtotheenvironment.Sinceitisaliquiditcaneasilypenetratethesoilandcontaminategroundwaterandnearbystreams.Itcancauseillnessbyinhalation,skinabsorptionand/oringestion.Itisusedasaherbicide."",""Markup"":[{""Start"":0,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Dicamba"",""Type"":""PubChemInternalLink"",""Extra"":""CID-3030"",Color/Form is Crystalsfrompentane,Odor is Odorless(referencegrade),Boiling_Point is >200°C,Melting_Point is 237.2to240.8°F(USCG,1999),Flash_Point is NotApplicable.Notflammable.(USCG,1999),Solubility is Inwater,8310mg/Lat25°C"",""Markup"":[{""Start"":3,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Density is 1.57g/cucmat25°C"
undecan-2-one,CCCCCCCCCC(=O)C,-2.15,-2.201,"cid is 6324,compound_name is Ethane,cid_paras is 6324,Molecular_Weight is 30.07,XLogP3 is 1.3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 30.0469501914,Monoisotopic_Mass is 30.0469501914,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 2,Formal_Charge is 0,Complexity is 0,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Ethaneappearsasacolorlessodorlessgas.Itiseasilyignited.Thevaporsareheavierthanair.Itcanasphyxiatebythedisplacementofair.Underprolongedexposuretofireorintenseheatthecontainersmayruptureviolentlyandrocket.Contactwiththeliquidmaycausefrostbite."",""Markup"":[{""Start"":0,""Length"":6,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Ethane"",""Type"":""PubChemInternalLink"",""Extra"":""CID-6324,Color/Form is Colorlessgas,Odor is Odorless,Boiling_Point is -127.5°Fat760mmHg(USCG,1999),Melting_Point is -279.9°F(USCG,1999),Flash_Point is -211°F(USCG,1999),Solubility is Inwater,60.2mg/Lat25°C"",""Markup"":[{""Start"":3,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962,Density is 0.546at-127.48°F(USCG,1999)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":51,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
1-bromo-2-chloro-ethane,C(CBr)Cl,-1.95,-0.8,"cid is 7043,compound_name is 1,2-Dimethoxybenzene,cid_paras is 7043,Molecular_Weight is 138.16,XLogP3 is 1.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 2,Rotatable_Bond_Count is 2,Exact_Mass is 138.068079557,Monoisotopic_Mass is 138.068079557,Topological_Polar_Surface_Area is 18.5,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 81.3,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Solidorliquid;mp=22-23degC;[MerckIndex]Colorlessliquid;mp=22degC;[AlfaAesarMSDS],Boiling_Point is 206.00°C.@760.00mmHg,Melting_Point is 22.5°C,Solubility is Insolubleinwater,Density is 1.082-1.086"
iodobenzene,c1ccc(cc1)I,-1.74,-1.057,"cid is 9609,compound_name is Diethyl sulfide,cid_paras is 9609,Molecular_Weight is 90.19,XLogP3 is 1.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 2,Exact_Mass is 90.05032149,Monoisotopic_Mass is 90.05032149,Topological_Polar_Surface_Area is 25.3,""Unit"":""Å²"",Heavy_Atom_Count is 5,Formal_Charge is 0,Complexity is 11.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Diethylsulfideappearsasacolorlessoilyliquidwithagarlic-likeodor.Lessdensethanwater.Vaporsheavierthanair.Mayirritateskinandeyes.Usedtomakeotherchemicals."",""Markup"":[{""Start"":0,""Length"":15,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Diethyl%20sulfide"",""Type"":""PubChemInternalLink"",""Extra"":""CID-9609"",Color/Form is Liquid,Odor is Garlic-likeodor,Boiling_Point is 92.1°C,Melting_Point is -103.9°C,Flash_Point is -6.7°C,Solubility is Solubleinethanol,diethylether;slightlysolubleincarbontetrachloride."",""Markup"":[{""Start"":11,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/ethanol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-702"",Density is 0.8362g/cucmat20°C"
"3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)CC(C1)(C)C,-5.18,-4.088,"cid is 7258,compound_name is 3,4-Dichlorophenol,cid_paras is 7258,Molecular_Weight is 163.00,XLogP3 is 3.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 161.9639201,Monoisotopic_Mass is 161.9639201,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 97.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 3,4-dichlorophenolappearsasneedles(frombenzene,petroleumether)orlightbrownandyellowcrystals.Odorthreshold100micrograms/liter.Tastethreshold0.3micrograms/literinwater.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":18,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/3%2C4-dichlorophenol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7258"",Color/Form is Needlesfrombenzene-petroleumether"",""Markup"":[{""Start"":13,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/benzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-241,Boiling_Point is 488.3°Fat767mmHg(NTP,1992),Melting_Point is 151to154°F(NTP,1992),Solubility is lessthan1mg/mLat68°F(NTP,1992)"
iodoethane,CCI,-0.74,-0.609,"cid is 7519,compound_name is Anisole,cid_paras is 7519,Molecular_Weight is 108.14,XLogP3 is 2.1,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 1,Exact_Mass is 108.057514874,Monoisotopic_Mass is 108.057514874,Topological_Polar_Surface_Area is 9.2,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 55.4,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Anisoleappearsasaclearstraw-coloredliquidwithanaromaticodor.Insolubleinwaterandthesamedensityaswater.Vaporsheavierthanair.Moderatelytoxicbyingestion.Askinirritant.Usedtomakeperfumes,flavoringsandasasolvent."",""Markup"":[{""Start"":0,""Length"":7,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Anisole"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7519"",Color/Form is MOBILELIQUID,CLEARSTRAWCOLOR,Odor is SWEETANISE-LIKEODOR,Boiling_Point is 155.5°CAT760MMHG,Melting_Point is -37.3°C,Flash_Point is 125°F(NFPA,2010),Solubility is SOLUBLEINALCOHOLANDETHER,Density is 0.9956AT18°C/4°C"
4-propylguaiacol,CCCc1ccc(c(c1)OC)O,-5.26,-4.127,"cid is 7267,compound_name is 2,5-Dimethylphenol,cid_paras is 7267,Molecular_Weight is 122.16,XLogP3 is 2.3,Hydrogen_Bond_Donor_Count is 1,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 122.073164938,Monoisotopic_Mass is 122.073164938,Topological_Polar_Surface_Area is 20.2,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 90.6,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 2,5-dimethylphenolisacolorlesstooff-whitecrystallinesolid.Odorthresholdconcentration0.4mg/L.Tastethresholdconcentration0.5mg/L.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":18,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/2%2C5-dimethylphenol"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7267,Color/Form is Crystalsfromalcoholplusether,Boiling_Point is 414°Fat760mmHg(NTP,1992),Melting_Point is 160to163°F(NTP,1992),Solubility is lessthan1mg/mLat68°F(NTP,1992),Density is 0.971(NTP,1992)-Lessdensethanwater;willfloat"",""Markup"":[{""Start"":36,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
2-bromopropane,CC(C)Br,-0.48,0.448,"cid is 4685,compound_name is 1,4-Dichlorobenzene,cid_paras is 4685,Molecular_Weight is 147.00,XLogP3 is 3.4,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 145.9690055,Monoisotopic_Mass is 145.9690055,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 8,Formal_Charge is 0,Complexity is 54.9,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is P-dichlorobenzeneappearsasawhitecoloredliquidwiththeodorofmothballs.Denserthanwaterandinsolubleinwater.Flashpointbelow200°F.Usedasamothrepellent,tomakeotherchemicals,asafumigant,andformanyotheruses."",""Markup"":[{""Start"":0,""Length"":17,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/P-dichlorobenzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-4685"",Color/Form is Whitecrystals,Odor is Distinctivearomaticodor...becomesverystrongatconcentrationsbetween30and60ppm,Boiling_Point is 345°Fat760mmHg(NTP,1992),Melting_Point is 127°F(NTP,1992),Flash_Point is 150°F(NTP,1992),Solubility is lessthan1mg/mLat73°F(NTP,1992),Density is 1.458at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":42,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
1-bromo-4-methyl-benzene,Cc1ccc(cc1)Br,-1.39,-0.894,"cid is 11643,compound_name is Chlorofluoromethane,cid_paras is 11643,Molecular_Weight is 68.48,XLogP3 is 1.3,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 0,Exact_Mass is 67.9829059,Monoisotopic_Mass is 67.9829059,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 3,Formal_Charge is 0,Complexity is 4.8,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Gas;[SynQuestLaboratoriesMSDS]"
4-hydroxybenzonitrile,c1cc(ccc1C#N)O,-10.17,-8.39,"cid is 10326,compound_name is Indan,cid_paras is 10326,Molecular_Weight is 118.18,XLogP3 is 3.2,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 118.078250319,Monoisotopic_Mass is 118.078250319,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 9,Formal_Charge is 0,Complexity is 84.2,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Liquid;[MerckIndex]Clearlightyellowliquid;[Sigma-AldrichMSDS]"
methylsulfonylmethane,CS(=O)(=O)C,-10.08,-10.559,"cid is 12463,compound_name is 1,2,3,4-Tetrachlorobenzene,cid_paras is 12463,Molecular_Weight is 215.9,XLogP3 is 4.6,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 215.888111,Monoisotopic_Mass is 213.891061,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 10,Formal_Charge is 0,Complexity is 102,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is 1,2,3,4-tetrachlorobenzeneappearsaswhitetooff-whitecrystals.(NTP,1992)"",""Markup"":[{""Start"":0,""Length"":26,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/1%2C2%2C3%2C4-tetrachlorobenzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-12463,Color/Form is Colorlessneedles,Boiling_Point is 489°Fat760mmHg(NTP,1992),Melting_Point is 113to115°F(NTP,1992),Flash_Point is greaterthan235°F(NTP,1992),Solubility is lessthan1mg/mLat70°F(NTP,1992),Density is 1.70kg/l"
3-ethylphenol,CCc1cccc(c1)O,-6.25,-5.272,"cid is 12741,compound_name is 2-Decanone,cid_paras is 12741,Molecular_Weight is 156.26,XLogP3 is 3.7,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 1,Rotatable_Bond_Count is 7,Exact_Mass is 156.151415257,Monoisotopic_Mass is 156.151415257,Topological_Polar_Surface_Area is 17.1,""Unit"":""Å²"",Heavy_Atom_Count is 11,Formal_Charge is 0,Complexity is 97,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Colorlessliquid;[MSDSonline],Boiling_Point is 210.00°C.@760.00mmHg,Melting_Point is 14°C,Flash_Point is [ChemIDplus]71°C,Solubility is 0.0768mg/mLat25°C,Density is 0.821-0.831(20Â°)"
"(1S,5R)-2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-ol",CC1=CC[C@H](C[C@@H]1O)C(=C)C,-4.44,-3.257,"cid is 7964,compound_name is Chlorobenzene,cid_paras is 7964,Molecular_Weight is 112.55,XLogP3 is 2.9,Hydrogen_Bond_Donor_Count is 0,Hydrogen_Bond_Acceptor_Count is 0,Rotatable_Bond_Count is 0,Exact_Mass is 112.0079779,Monoisotopic_Mass is 112.0079779,Topological_Polar_Surface_Area is 0,""Unit"":""Å²"",Heavy_Atom_Count is 7,Formal_Charge is 0,Complexity is 46.1,Isotope_Atom_Count is 0,Defined_Atom_Stereocenter_Count is 0,Undefined_Atom_Stereocenter_Count is 0,Defined_Bond_Stereocenter_Count is 0,Undefined_Bond_Stereocenter_Count is 0,Covalently_Bonded_Unit_Count is 1,Compound_Is_Canonicalized is Yes,Physical_Description is Chlorobenzeneappearsasacolorlesstoclear,yellowishliquidwithasweetalmond-likeodor.Flashpoint84°F.Practicallyinsolubleinwaterandsomewhatdenserthanwater(9.2lb/gal).Vaporsheavierthanair.Usedtomakepesticides,dyes,andotherchemicals."",""Markup"":[{""Start"":0,""Length"":13,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/Chlorobenzene"",""Type"":""PubChemInternalLink"",""Extra"":""CID-7964"",Color/Form is Colorlessliquid,Odor is Faint,notunpleasantodor,Boiling_Point is 270°Fat760mmHg(NTP,1992),Melting_Point is -49°F(NTP,1992),Flash_Point is 75°F(NTP,1992),Solubility is lessthan1mg/mLat68°F(NTP,1992),Density is 1.11at68°F(USCG,1999)-Denserthanwater;willsink"",""Markup"":[{""Start"":41,""Length"":5,""URL"":""https://pubchem.ncbi.nlm.nih.gov/compound/water"",""Type"":""PubChemInternalLink"",""Extra"":""CID-962"
